debugp7dQc:debugu7vBy,focus,48917,on,1554052632323
debugp7dQc:debugu7vBy,focus,213996,on,1554052846319
debugp7dQc:debugu7vBy,focus,278431,on,1554053124750
debugp7dQc:debugu7vBy,window_resize,546,"[1366, 385]",1554053125296
debugp7dQc:debugu7vBy,focus,60,off,1554053125356
debugp7dQc:debugu7vBy,focus,1597,on,1554053126953
debugPdvuz:debugnVEgo,initialized,0,,1554046396659
debugPdvuz:debugnVEgo,window_resize,0,"[1024, 667]",1554046396659
debugPdvuz:debugnVEgo,focus,142,on,1554046396801
debugPdvuz:debugnVEgo,focus,764233,on,1554047161034
debugPdvuz:debugnVEgo,focus,4867958,on,1554052028992
debugj3KC6:debugnFtHi,initialized,0,,1554059617479
debugj3KC6:debugnFtHi,window_resize,0,"[1366, 385]",1554059617479
debugj3KC6:debugnFtHi,focus,342,on,1554059617821
debugj3KC6:debugnFtHi,focus,1581185,on,1554061199006
debugj3KC6:debugnFtHi,window_resize,939,"[1366, 385]",1554061199945
debugj3KC6:debugnFtHi,focus,44,off,1554061199989
debugj3KC6:debugnFtHi,focus,1441,on,1554061201430
debugj3KC6:debugnFtHi,focus,31510,on,1554061232940
debugj3KC6:debugnFtHi,focus,962133,on,1554062195073
debugj3KC6:debugnFtHi,focus,929673,on,1554063124746
debugj3KC6:debugnFtHi,focus,544029,on,1554063668775
debugj3KC6:debugnFtHi,focus,15369,on,1554063684144
debugj3KC6:debugnFtHi,focus,1364641,on,1554065048785
debugj3KC6:debugnFtHi,focus,45895,on,1554065094680
debugj3KC6:debugnFtHi,focus,210806,on,1554065305486
debugj3KC6:debugnFtHi,focus,142291,on,1554065447777
debugj3KC6:debugnFtHi,window_resize,697,"[1366, 385]",1554065448474
debugj3KC6:debugnFtHi,focus,70,off,1554065448544
debugj3KC6:debugnFtHi,focus,1405,on,1554065449949
debugj3KC6:debugnFtHi,focus,162358,on,1554065612307
debugj3KC6:debugnFtHi,window_resize,679,"[1366, 385]",1554065612986
debugj3KC6:debugnFtHi,focus,83,off,1554065613069
debugj3KC6:debugnFtHi,focus,1301,on,1554065614370
debugj3KC6:debugnFtHi,focus,75408,on,1554065689778
debugj3KC6:debugnFtHi,focus,140348,on,1554065830126
debugj3KC6:debugnFtHi,focus,31799,on,1554065861925
debugj3KC6:debugnFtHi,focus,131584,on,1554065993509
debugj3KC6:debugnFtHi,window_resize,457,"[1366, 385]",1554065993966
debugj3KC6:debugnFtHi,focus,66,off,1554065994032
debugj3KC6:debugnFtHi,focus,1091,on,1554065995123
debugW5NRR:debugz09UC,initialized,0,,1554083589785
debugW5NRR:debugz09UC,window_resize,0,"[1366, 385]",1554083589785
debugW5NRR:debugz09UC,focus,167,on,1554083589952
debugW5NRR:debugz09UC,focus,76917,on,1554083666869
debugW5NRR:debugz09UC,window_resize,1037,"[1366, 385]",1554083667906
debugW5NRR:debugz09UC,focus,50,off,1554083667956
debugW5NRR:debugz09UC,focus,2074,on,1554083670030
debugW5NRR:debugz09UC,focus,103167,on,1554083773197
debugW5NRR:debugz09UC,window_resize,692,"[1366, 385]",1554083773889
debugW5NRR:debugz09UC,focus,58,off,1554083773947
debugW5NRR:debugz09UC,focus,1354,on,1554083775301
debugW5NRR:debugz09UC,focus,424790,on,1554084200091
debugW5NRR:debugz09UC,focus,959933,on,1554085160024
debugW5NRR:debugz09UC,focus,413012,on,1554085573036
debugW5NRR:debugz09UC,focus,112031,on,1554085685067
debugW5NRR:debugz09UC,focus,59261,on,1554085744328
debugW5NRR:debugz09UC,focus,88566,on,1554085832894
debugW5NRR:debugz09UC,focus,666770,on,1554086499664
debugW5NRR:debugz09UC,focus,242750,on,1554086742414
debugW5NRR:debugz09UC,focus,241025,on,1554086983439
debugW5NRR:debugz09UC,window_resize,960,"[1366, 385]",1554086984399
debugW5NRR:debugz09UC,focus,57,off,1554086984456
debugW5NRR:debugz09UC,focus,1453,on,1554086985909
debuggTXy0:debugAc1MS,initialized,0,,1554093447286
debuggTXy0:debugAc1MS,window_resize,0,"[1366, 385]",1554093447286
debuggTXy0:debugAc1MS,focus,427,on,1554093447713
debuggTXy0:debugAc1MS,focus,186560,on,1554093634273
debuggTXy0:debugAc1MS,focus,738423,on,1554094372696
debuggTXy0:debugAc1MS,focus,4516814,on,1554098889510
debuggTXy0:debugAc1MS,focus,343109,on,1554099232619
debuggTXy0:debugAc1MS,focus,1575574,on,1554100808193
debuggTXy0:debugAc1MS,focus,74874,on,1554100883067
debuggTXy0:debugAc1MS,focus,272701,on,1554101155768
debuggTXy0:debugAc1MS,window_resize,3922,"[1366, 385]",1554101159690
debuggTXy0:debugAc1MS,focus,82,off,1554101159772
debuggTXy0:debugAc1MS,focus,1664,on,1554101161436
debuggTXy0:debugAc1MS,focus,1099553,on,1554102260989
debuggTXy0:debugAc1MS,focus,311478,on,1554102572467
debuggTXy0:debugAc1MS,focus,3270623,on,1554105843090
debuggTXy0:debugAc1MS,focus,189785,on,1554106032875
debuggTXy0:debugAc1MS,focus,301850,on,1554106334725
debuggTXy0:debugAc1MS,focus,15487,on,1554106350212
debuggTXy0:debugAc1MS,focus,17628,on,1554106367840
debuggTXy0:debugAc1MS,focus,38147,on,1554106405987
debuggTXy0:debugAc1MS,focus,38354,on,1554106444341
debuggTXy0:debugAc1MS,focus,6140,off,1554106450481
debuggTXy0:debugAc1MS,focus,238,on,1554106450719
debuggTXy0:debugAc1MS,focus,75,off,1554106450794
debuggTXy0:debugAc1MS,focus,1194,on,1554106451988
debuggTXy0:debugAc1MS,focus,62,off,1554106452050
debuggTXy0:debugAc1MS,focus,31960,on,1554106484010
debuggTXy0:debugAc1MS,focus,948667,on,1554107432677
debuggTXy0:debugAc1MS,window_resize,593,"[1366, 327]",1554107433270
debuggTXy0:debugAc1MS,focus,36887,on,1554107470157
debuggTXy0:debugAc1MS,focus,56385,on,1554107526542
debuggTXy0:debugAc1MS,focus,2259153,on,1554109785695
debuggTXy0:debugAc1MS,focus,124367,on,1554109910062
debugvLOTP:debugk2sBR,initialized,0,,1554131153160
debugvLOTP:debugk2sBR,window_resize,1,"[1366, 327]",1554131153161
debugvLOTP:debugk2sBR,focus,185,on,1554131153346
